,appid,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
132,204450,2013-05-23,16000.0,2.0,2.0,Action,0.0,26.0,Western,9.0,0.0,0.0,Very Positive,Overwhelmingly Positive,single only,27235.0,1418.0,120.6,11691.0,88.5,"Product received for free

공짜 개꿀"
133,204530,2014-03-07,15500.0,6.0,6.0,Action,0.0,36.0,Strategy,1.0,0.0,1.0,Very Positive,,single only,2516.0,164.0,12.6,1252.0,83.4,순간 판단과 전략적인 요소가 매우 재밌는 게임입니다. 디펜스 게임 좋아하시면 해보세요. 스토리는 뭐... -_-;;
134,204560,2012-04-05,10500.0,4.0,4.0,Action,0.0,52.0,RPG,6.0,0.0,0.0,,,single only,88.0,250.0,,,12.4,"4명의 각각 다른 전사들.
서로 의지하며 모험을 떠난다.

실시간 전략 RPG.

다수의 캐릭터 조종을 좋아하는 사람에게 추천."
135,204580,2012-10-12,5000.0,6.0,2.0,Action,0.0,12.0,Casual,5.0,0.0,0.0,Positive,,single only,32.0,5.0,,,77.6,잠깐씩 시간 떼우기용으로는 괜찮은거 같지만 그렇게 중독성을 가지고 있지는 않다.
136,204630,2014-11-12,16000.0,5.0,5.0,Action,0.0,20.0,Action,5.0,0.0,0.0,Very Positive,,single only,2028.0,268.0,1.3,1035.0,86.0,"패러디란 모름지기 아는 사람들에게는 즐거움으로 다가오도록, 모르는 사람들에게는 거부감이 들지 않도록 만드는 것이 기본이요, 최선이다. 기본이지만 생각보다 미묘한 문제이며, 패러디를 자연스럽게 활용한다는 건 그만큼 어려운 일인 것이다.

그런 의미에서 레트로 시티 램페이지는 합격점을 줄 만하다. 게임 도입부에 대놓고 '이 게임은 패러디로 가득 차 있습니다.'라고 언질을 놓는 건 기본이요, 게임 시작부터 종반부까지 그야말로 넣을 수 있는 온갖 패러디들(특히 인디게임쪽)은 다 넣었다고 보면 된다. 정말로 수백 수천개의 패러디가 들어가서 무분별하고 난잡해보일수도 있겠지만, 나름 정리도 잘 해놓은 편이다. 훌륭한 패러디 짬뽕물이라는 것만으로도 좋은 평가를 줄 수 있는 게임.

게임 자체는 꽤나 재미있다. 8-BIT GTA. 맵이 조금 좁은 감이 있긴 해도 가만 살펴보면 제법 알차다. 그 안에 어찌됐든 구겨넣을 건 다 구겨 넣었다고 보면 된다. 차 훔치고 경찰들 괴롭히는건 기본에, 위험등급 올려서 군대 동원하고 탱크 구경하는 것도 가능하다. 특히 탱크 뺏어 타서 마을을 아수라장으로 만드는건 역시나 이 게임에서 가장 재미있는 짓 중 하나.

어느샌가 원가도 인하됐고, 할인도 지겨우리만치 많이 하는 게임이니만큼, 기회가 되면 꼭 즐겨보길 바란다."
137,204760,2012-04-19,32000.0,5.0,6.0,Action,0.0,20.0,Action,5.0,0.0,0.0,,,single only,60.0,156.0,,,22.8,"이 게임을 실행하기 위해선 방화벽 설정을 해야 한다.
윈도우 누른 후에 검색창에 '방화벽' 검색한 후에..
윈도우즈 방화벽에서 고급설정 클릭.
'고급 보안이 포함된 윈도우즈 방화벽'에서 아웃바운드 규칙 클릭
새규칙 누른 후에 프로그램 선택하고 다음 클릭
다음 프로그램 경로에서 딥 블랙 리로리드 실행 파일 선택.
연결 차단 선택 후에 다음 클릭.
도메인, 개인, 공용 세개 다 체크 한 후에 다음 클릭.
이름에 영어로 Deep Black Reloaded 라고 해주고 마침 누르면 된다.

그럼 게임 실행됨.

플레이 하면서 느낀점은..

물을 배경으로 움직인다는 것은 참 참신했음.
그래픽도 시대를 생각하면 괜찮음.
패드도 잘 인식됨.

문제점은 튜토리얼부터 좀 빡세다 라는 느낌이 있었고..
가장 큰 문제점은 주인공 체력이 너무 저질임.
총알 몇방 맞았다고 바로 뻗어버림.
심지어는 비전투원이 휘두른 렌치 두방 맞고 뻗어버림.. 이봐요. 당신 파워아머 입었잖아!

추천 : 좀 참신한 TPS 게임을 할려는 사람한테 추천함.
주인공 체력이 저질이니깐 좀 더 하드코어하게 하고 싶다는 사람한테도 추천함."
138,204860,2012-04-13,8500.0,2.0,2.0,Action,0.0,14.0,Strategy,7.0,0.0,0.0,Mostly Positive,,single only,349.0,151.0,8.3,65.0,67.3,모든 미션 다 재미있게 올 클리어 했다! 재미있었다!
139,204880,2012-06-13,41000.0,2.0,2.0,Action,0.0,68.0,Real Time Tactics,8.0,0.0,1.0,Very Positive,Very Positive,single and multi,13236.0,972.0,534.6,91159.0,30.4,"턴제 4X 게임에 식상해졌다면 이 게임을 해보세요. RTS 임에도 전혀 어색하지 않습니다.
전함들의 우주전을 보고 있자니 과거의 홈월드가 떠오르네요.
4X 장르를 좋아하신다면 추천합니다.
유저가 만든 한글패치도 쉽게 구할 수 있으니 금상첨화."
140,204940,2012-02-15,10500.0,2.0,1.0,Strategy,0.0,0.0,Strategy,1.0,0.0,0.0,,,single only,128.0,78.0,2.0,58.0,,가족을 사랑하고 미워하는 모든 애증을 경험하라!
141,205020,2014-12-03,13500.0,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,1.0,Very Positive,,single only,1083.0,157.0,1.4,105.0,,"퍼즐겜 Lume의 후속작.
전작과 같이 손수만든 세트를 직접 찍어서 연출한 점이 마음에 든다.
그리고 아기자기한 디자인과 적절한 배경음악이 매우 좋다.
퍼즐은 난이도도 대략 쉽지만 어려운 것도 있고 대체로 고루 있는 편.
캐릭터들의 대사에서 힌트가 많이 나오는데 영어지만 단어가 쉬워 어렵지 않게 이해할 수 있다."
142,205060,2012-10-03,10500.0,5.0,5.0,Action,0.0,21.0,Indie,1.0,0.0,1.0,,,single only,83.0,57.0,0.0,29.0,46.5,"BIT.TRIP RUNNER나 BIT.TRIP BEAT에 비해 좀 더 리듬게임에 가까운 형태입니다.
""날아오는 노트가 판정선에 올라오는 타이밍에 맞춰 BIT!""하는 게임입니다.


단, BIT.TRIP 이라는 시리즈명이 붙은데는 다 이유가 있다는 점을 명심하셔야 합니다..."
143,205070,2012-12-20,10500.0,5.0,5.0,Action,0.0,16.0,Indie,1.0,0.0,0.0,Mostly Positive,,single only,68.0,21.0,,,50.4,
144,205080,2013-07-12,10500.0,5.0,5.0,Action,0.0,20.0,Indie,1.0,0.0,1.0,,,single only,85.0,45.0,,,50.0,"ㅇ비트트립시리즈 중에서 제일 저급한 시리즈
근본적으로 무리수인 게임

슈팅게임을 정해진선로에서만 움직일수있게해놨다
난이도 극악 총알을 피하라는건지 말라는건지"
145,205100,2012-10-10,11530.0,2.0,1.0,Action,0.0,80.0,Stealth,5.0,0.0,1.0,Overwhelmingly Positive,Overwhelmingly Positive,single only,65793.0,1682.0,507.9,19930.0,84.8,"[[ 가격 ]]
■ 정가 줘도 좋음
□ 20% 세일까지 존버
□ 50% 세일까지 존버
□ 70% 이상 세일까지 존버
□ 90% 이상 세일까지 존버
□ 무료

[[ 그래픽 ]]
□ 황홀함
■ 멋있고 개성 있음
□ 개성 있음
□ 괜찮음
□ 못 봐줄 수준은 아님
□ 불편함
□ 눈을 가리고 싶어짐

[[ 사운드 ]]
□ 기저귀 갈아야 됨
□ 찰짐
■ 알맞음
□ 괜찮음
□ 싫증남
□ 구림
□ 고막을 찢고 싶음

[[ 인터페이스 ]]
□ 게임이 나를 엄마보다 잘 챙겨줌
■ 유저 친화적
□ 크게 불편하지 않음
□ 약간 귀찮음
□ 비효율적이고 답답함
□ 플레이 자체가 노동

[[ 사양 ]]
□ 초고사양 컴퓨터
□ 고사양 컴퓨터
□ 적당한 컴퓨터
■ 가정용 컴퓨터
□ 노트북
□ 할머니댁 컴퓨터

[[ 한글화 ]]
□ 번역이 원본을 뛰어넘음
□ 제대로 한글화가 되어있음
□ 한글화가 되어있는데 애매함
■ 유저 한글화가 되어있음
□ 유저 한글화가 되어있는데 애매함
□ 비한글화지만 지장 없음
□ 비한글화로 플레이가 어려움

[[ DLC ]]
□ 없음
□ 간단한 꾸밈 컨텐츠를 구매할 수 있음
■ 확장판 수준의 컨텐츠 추가 DLC가 하나 혹은 몇 개 있음
□ 컨텐츠의 대부분을 DLC로 발매함
□ DLC를 구매하지 않으면 게임 플레이에 지장이 있음

[[ 모드 ]]
□ 모드가 이 게임의 핵심
□ 다양하고 종류가 많음
□ 비공식 추가 요소 패치가 있음
□ 텍스처 개선 및 커스텀 스킨 추가 가능
■ 모드 설치 불가능 / 모드 제작자 없음

[[ 난이도 ]]
□ 사람이 할 짓이 아님
□ 고인물 게임
□ 적응되면 할 만함
■ 난이도를 줄이는 방법이 있음
□ 켠김에 왕까지 문제 없음
□ 우리 엄마도 가능
□ 손가락 몇 개 없어도 가능

[[ 스토리 ]]
□ 소름 돋음
□ 튼튼하고 독창적임
■ 튼튼함
□ 평범하지만 개성있음
□ 무난함
□ 무난하지만 엉성함
□ 부실함
□ 발로 썼냐
□ 뇌를 씻고 싶다

[[ 레벨 디자인 ]]
□ 레벨 디자인 교과서
□ 독보적임
■ 참신함
□ 평이함
□ 허술함
□ 부조리함
□ 한숨이 절로 나옴

[[ 플레이타임 ]]
□ 100시간 이상
□ 50시간 이상
■ 30시간 이상
□ 10시간 이상
□ 5시간 가량
□ 1시간 이하

[[ 버그 ]]
□ 전혀 없음
■ 1~2개 있음
□ 자주 보임
□ 꽤 많음
□ 플레이 불가 수준
□ 게임 자체가 버그 덩어리

[[ 몰입도 ]]
□ 정신을 차리고 보니 다음날
□ 시간이 너무 잘 감
■ 빠져듬
□ 적당함
□ 집중이 안 됨
□ 합법 고문

[[ 중독성 ]]
□ 일상생활이 안 됨
□ 다른 일을 하다가도 생각이 남
■ 가끔씩 하고 싶음
□ 엔딩 본 이후로 안하게 됨
□ 이런 게임이 있었나..?

[[ 노가다 ]]
■ 필요 없음
□ 필요한 부분만 하면 됨
□ 노가다를 해야 해금되는 요소가 있음
□ 게임 내의 불편한 점을 해소하려면 노가다를 해야함
□ 노가다를 여러가지 해야 됨
□ 노가다를 하지 않으면 아예 진행이 안 됨

[[ 게임성 ]]
□ 완벽에 가까움
□ 정교함
■ 쫄깃함
□ 적절함
□ 부족함
□ 지루함
□ 게임이 아님
□ AVGN"
146,205230,2012-10-03,16000.0,6.0,1.0,Action,0.0,12.0,Platformer,5.0,0.0,1.0,Very Positive,,single only,3017.0,504.0,,,76.9,"지옥 토끼의 몬스터 사냥 대작전!

더 케이브와 더불어 세가의 망할 지역제한 정책 때문에 엄하게 같이 지역제한이 걸려버렸던 인디 게임. 이번에 세가가 지역제한 정책을 철회했을 때 더불어 같이 풀렸다. 덕분에 오랫동안 손가락만 빨고 있었던 상황이 해결된 셈.

메트로배니아 게임치고 난이도가 쉬운 편이다. 기본적으로 각 던전의 구조가 어렵게 꼬여있지 않고 적들을 물리치는 것도 큰 어려움은 없다. 세이브 포인트도 자주 등장하는 데다가 몬스터를 쓰러뜨리고 나면 죽어도 몬스터가 다시 젠되지 않는 등, 사망에 대한 페널티도 적은 편이다.

몬스터에게 마무리 일격을 날릴 때 등장하는 다양한 미니게임들과 컷씬들은 이 게임의 가장 큰 매력 포인트다. 미니 게임 자체는 크게 어렵지 않아 가볍게 즐길 만 하며, 몬스터들을 사정없이 도륙해버리는 컷씬들은 한결같이 엄청난 유쾌함을 선사해준다. 단, 후반 쯤 가면 이것도 꽤 익숙해져서 조금 지루해진다. 컷씬 생략 좀 넣어줬으면 좋았을텐데 말이다.

그 밖에는 사냥한 몬스터들을 노역으로 부릴 수 있는 죽음의 섬이라던가, 추가적인 챌린지 미션을 즐길 수 있다는 것, 그리고 주인공 토끼를 꾸며줄 수 있는 커스터마이징 같은 것도 있어 깨알같이 즐길 거리가 많은 게임이기도 하다.

쉽고 가볍게, 그리고 유쾌하게 즐길 수 있는 메트로배니아 게임. 참고로 이걸 만든 개발사의 후속작이 이전에 본인이 즐긴 적이 있는 Poof였다. 흠.............."
147,205530,2012-05-18,10500.0,4.0,4.0,Indie,0.0,24.0,Strategy,1.0,0.0,1.0,,,single only,52.0,46.0,,,73.0,"디펜스, 오펜스 겜인데...
최근 즐기기엔 그래픽이나 사운드등이 무리가 있는 편..."
148,205550,2012-07-10,5500.0,5.0,5.0,Action,0.0,43.0,Action,1.0,0.0,0.0,,,single only,193.0,115.0,0.0,66.0,50.8,"나온 시기가 시기라 팔렸던 게임2.

설명하기도 귀찮다."
149,205610,2012-05-05,17700.0,2.0,2.0,Action,0.0,64.0,Strategy,6.0,0.0,1.0,Mostly Positive,Mostly Positive,single only,907.0,325.0,44.3,582.0,79.2,"항해게임 같지만 항해게임 아님.. 맵이 그리 크지 않고 카리브해 지역맵으로만 게임진행됨

무역에 포커스가 맞춰져 있음

전투는 수동, 자동 가능한데 수동보다 자동이 훨씬 잘싸우는듯 함...

컨텐츠가 별로 없는거 같으면서도 짜잘하게 많음.

해적 본거지소탕이 제일 재밌음!!!

손익계산 따지면서 무역하고 거점키우는거 좋아하면 강추!"
150,205650,2012-09-21,22000.0,2.0,2.0,Adventure,0.0,32.0,Adventure,12.0,0.0,0.0,,Mostly Positive,single only,2334.0,623.0,8.1,655.0,74.6,"장점
1. 셜록 홈즈의 분위기를 정말 잘 표현함. 소설 셜록을 읽어 본 사람이면 더 재밋게 할듯 함.
2. 명작 소설이 원작이기 때문에 스토리 재미는 당연히 보장됨
3. 게임 플레이는 퍼즐 형식인데 난이도가 그렇게 높지 않음. 설령 어려운게 나온다고 해도 일정 시간이 지나면 퍼즐 넘기기가 뜨기 때문에 가볍게 즐길만했음.

단점
1. 나온지 오래된 게임이라 게임 플레이에 악영향을 주는 버그가 꽤 많음. 대표적으로 세이브 버그인데 수동 세이브 뿐만아니라 자동 세이브 될때 게임이 튕김.
2. 3인칭 시점이 거의 필수적인데 3인칭 시점에서 이동키를 누르지 않아도 자동으로 걷는 현상이 생김. 이때문에 안그래도 오래된 게임이라 조작감이 좋지 않은데 더 플레이하기 힘들게 만듬.
3. 게임 브금이 너무 반복적이라 게임 몰입에 오히려 방해됨.

세이브 크래시 해결책

여기 들어가면 해외 유저들이 찾은 해결책이 나오는데 한국어로 번역해보자면
1) 에 들어가서 4gb_patch.exe 를 다운 받고 압축을 풀어라
2) 4gb_patch.exe를 실행해서 게임이 설치된 폴더에 있는 game.exe 를 선택해라
3) Executable successfully patched! 라고 뜨면 완료.

아마 게임이 더 많은 램을 사용하게 해주는 프로그램인 거 같음.
이걸로 세이브 버그는 일단 고쳐졌음. 다른 크래시도 대부분 자동 세이브 할 떄 생기는 현상이기 때문에 패치 한 이후로 튕기는 일은 없었음.

전체적으로 재밋게 플레이 할만한 게임인듯 함. 제작사에서 리마스터해서 다시 내줬으면 더 좋았을듯."
151,205690,2012-02-23,5500.0,6.0,6.0,Adventure,0.0,10.0,Puzzle Platformer,1.0,0.0,0.0,Mostly Positive,,single only,250.0,71.0,,,38.4,"플레이 소감 : 점프 점프 점프.
장점 : ...성취감?
단점 : 거지같은 미니맵."
152,205710,2012-12-14,0.0,6.0,3.0,Free to Play,0.0,0.0,Free to Play,1.0,0.0,1.0,Mostly Positive,Very Positive,,1333.0,333.0,469.8,974.0,,"에퀘 덕분에 온라인 게임 시 갖춰야 할 기본 예법들(간단한 인사나 상호 존중, 존대같은 인간이라면 기본적으로 해야할 것들 말고) 예를 들면 다들 전투 중인데 혼자 룻한다거나 동의 없이 혼자 템 꿀걱하는 닌자짓을 한다거나 타인 장비 볼 때 동의를 구하는 등...(에퀘는 모든 게 소규모 파티와 길드에 의존한 레이드 시스템이라 노매너는 상상조차 못했다.) 기존에 했던 국산 온라인겜에선 알 수 없었던 그런 것들을 알 수 있었다.

그리고 게임 자체도 탱커 딜러 힐러 누커 매져등 각자 역할이 있어서 자신이 이를 철저하게 이른바 '밥값'을 해야 파티도 제대로 굴러갔다. 이 또한 기존의 온라인 게임에선 이런 점이 없거나 있더라도 희박했다. 이는 후에 대성공을 거둔 wow를 시작할 때도 게임을 쉽게 익히게 해줬다.(지금 와우는 템만 좋으면 인던따위 혼자 무쌍으로 털지만 오리지널때는 아니었다.)

나에게 미친 에퀘의 모든 것을 기리기 위해 난 어느 게임을 하든 '안토니카' 라는 아이디를 쓰며 에퀘를 잊지 않았다. 하지만 추억에 잠겨서 이 게임을 다시 손댄건 실수였다. 그냥 고인을 기리며 아름다운 추억을 기억하며 명복을 바라야 했는데 내가 그만 극악무도한 짓을 하고 말았다. 고인이 그립다고 관을 꺼내서 시신을 꺼낸 것이나 다름 없는 행동이었기 때문이다. 아마 오르페우스가 저승의 마지막 문턱에서 뒤돌아 아내를 보았을 때 아내의 모습이 그러했을 것이다. 한국섭이 닫힌 뒤 에퀘를 뒤로한 채 너무 편하고 아름다운 것들만 봐서 그랬을런지도 모르겠다...

그래도 옛정이 남아 차마 비추천은 하지 못하겠다."
153,205730,2012-04-18,16000.0,6.0,1.0,Action,0.0,17.0,Metroidvania,1.0,0.0,0.0,Very Positive,,single only,663.0,94.0,,,42.9,"트윈 스틱 슈터의 게임 방식을 사용한 어드벤처 게임. 슈팅 게임으로서의 게임성은 별로 없으며 은근히 미세한 조작을 요구하고 머리를 써야 하는 게임이므로 단순히 슈팅 게임으로 스트레스 좀 풀어보고자 한다면 이 게임은 피하는게 좋다. 언어의 압박은 사실상 없으나 게임의 스타일이나 게임 조작 방식, 게임의 기괴한 분위기 같은 문제가 있기 때문에 절대로 접근성이 좋은 게임이라고는 말 못하겠다."
154,205810,2012-08-25,16000.0,6.0,1.0,RPG,0.0,22.0,Strategy,5.0,0.0,0.0,,,single only,164.0,102.0,5.7,456.0,31.0,"사일런트 스톰 골드 에디션을 구매하세요.

궁서체로 말씀 드립니다."
155,205830,2012-03-02,10500.0,6.0,6.0,Action,0.0,33.0,Casual,1.0,0.0,0.0,Very Positive,,single only,271.0,22.0,2.4,40.0,81.6,"스팀에는 많은 매치3 게임이 있다. 그 중 '슈팅 매치3' 를 택한 인디게임 《룩소르는 진화했다》다. 나는 개발자가 제목을 참 잘 지었다고 봐. 이 게임이 믿기지 않겠지만 '시리즈' 로 존재하거든. 그 시리즈 중에서 이번 편만 유일하게 '도전과제'가 존재한다. 하마터면 시리즈 자체가 라이브러리에서 영영 묻힐 뻔 했는데, 이번 제품이 빛을 보게 한 셈이다. 다른 전작들은 《Luxor Evolved》에 머리 숙여 감사해야 할 것. 심지어 아무 생각 없이 플레이했는데 생각 외로 중독성이 있어서 꽤 놀랐다.

+ 매치3 특유의 재미와 중독성이 살아 있다
+ 색상 맞추고 터질 때의 화려한 이펙트(너무 지나치지도 않아서 좋음)
+ 매치3를 완성시킬 때의 타격감이 꽤 괜찮은 편
+ 다양한 스킬이 존재하며, 업그레이드 또한 가능
+ 보스전이 쉬운 편이다
+ 적절한 난이도 및 스테이지의 수
+ 게임성에 어울리는 경쾌한 BGM
+ 트레이딩 카드 존재(플탐 대비 파밍시간 적절)

- 흠, 다소 비싸다고 느껴지는 가성비(정가 5,500 원도 솔직히 고민된다)
- 회차반복으로 인해 도전과제 올클리어가 좀 귀찮다(최소 2회를 해야 함)
- 원타임으로 길게 하기에는 이상하게 질리는 순간이 빨리 찾아온다

기대하지 않고 했다가 그 재미에 뒤통수 얼얼해지는 매치3 게임이다. 진짜 초반 중독성이 장난이 아님. 가성비는 많이 떨어지는 편이니 번들로 혹은 할인이 높게 먹혔을 때만 구매하도록 하자. 그리고 도전과제를 전부 획득하기 위해서는 '노말', '하드', '엘리트' 난이도 모두 엔딩을 봐야한다. 나는 '노말' 부터 시작해서 총 3회나 반복했지만, 여러분들은 그러지 말기를. 무조건 하드로 시작하자. 차이점이 초반부터 색깔이 많아진다는 거 빼면 거의 느껴지지도 않는다. 목숨 다 잃어도 해당 스테이지에서 컨티뉴가 가능해서 죽을 때의 스트레스도 거의 없는 편. 오랜만에 할만한 '매치3 게임' 했다는 느낌 드네요."
156,205840,2012-03-23,5000.0,6.0,2.0,Adventure,0.0,0.0,Adventure,4.0,0.0,0.0,Very Positive,,single only,696.0,143.0,1.7,83.0,,High Quality
157,205870,2012-02-29,7500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,Very Positive,,single only,226.0,49.0,,,,"아이폰 3gs 쓰던 시절에 미국 앱스토어에서 우연찮게 받아보고 마음에 들었던 게임.
뒤로 갈 수록 더럽게 어려워지지만 그래도 완성된 음악을 듣는 재미는 좋다."
158,205910,2012-06-20,10500.0,5.0,5.0,Indie,0.0,53.0,Indie,5.0,0.0,0.0,Very Positive,,single only,3681.0,328.0,1.2,2213.0,70.5,간단한 도구로 재미난 놀이터
159,205950,2012-09-20,8000.0,6.0,1.0,Action,0.0,30.0,Great Soundtrack,4.0,0.0,0.0,Very Positive,Very Positive,single only,5830.0,821.0,15.2,2035.0,87.6,"우주최강게임!

JSRF를 기다리며.."
160,205990,2014-04-10,21000.0,1.0,1.0,Strategy,0.0,74.0,Strategy,3.0,0.0,1.0,,,single only,781.0,345.0,27.5,978.0,75.3,게임 중 튕기는 일이 잦아 집중하기 어려움
161,206020,2012-05-12,5500.0,2.0,2.0,RPG,0.0,0.0,RPG,1.0,0.0,0.0,Very Positive,,single only,75.0,14.0,2.3,37.0,,"본격 하드코어 rpg
게임플레이시간 반 사전보며 내용 숙지하는데 반이지만
한번 맛들이면 손을 놓을수가 없는 게임
대박 꿀잼!"
162,206040,2012-05-12,5500.0,2.0,2.0,RPG,0.0,0.0,RPG,1.0,0.0,0.0,Positive,,single only,26.0,5.0,2.4,12.0,,
163,206060,2012-05-12,5500.0,2.0,2.0,RPG,0.0,0.0,RPG,1.0,0.0,0.0,Very Positive,,single only,55.0,4.0,2.4,24.0,,
164,206190,2013-06-04,10500.0,3.0,3.0,Action,0.0,42.0,Stealth,1.0,0.0,1.0,Very Positive,Overwhelmingly Positive,single only,11832.0,305.0,11.2,2606.0,74.8,"중절모에 바바리 코트 걸친 스파이가 억울하게 쓴 누명을 벗기 위해 노력하는 《총점수》다. 하지만 타이틀대로가 아닌, 우리가 포인트를 맞춰야 할 곳은 따로 있다. 그래, 이 게임은 사실상 크로스링크를 이용한 회로조작으로 해결해나가는 퍼즐 게임이라고 보면 된다. 게임하면서 총을 쓰는 구간은 마지막 보스 잡으러 갈 때 뿐이다. 뭐, 그럼 제목을 왜 저 따위로 지었냐고? 그게 뭐가 중요할까. 진심, 총 쏘는 것보다 회로조작하고, 유리창 깨고, 벽타고, 경비병 태클 거는 게 더 재밌는걸.

+ 매우 간단하고 군더더기 없이 깔끔한 조작
+ 짧은 플레이 타임(익숙해지면 20분 내외로 엔딩 본다)
+ 게임 내내 자연스럽게 흘러나오는 재즈풍의 BGM
+ 고공점프나 태클, 그리고 벽타기 등으로 이동이 답답하지 않다
+ 회로조작을 통해 오브젝트의 상호작용을 바꾸는 참신함
+ 플레이에 도움을 주는 다양한 능력 및 업그레이드
+ 스트레스 받을 일 없게 잘 짜여진 레벨 디자인
+ 미션을 해결하는데 여러 방식을 시도해볼 수 있음
+ 유저 한글화가 존재(단, 문제가 몇 가지 발생함)
+ 도전과제 올클리어 가이드 참고하면 쉬움
+ 트레이딩 카드 존재(플탐 대비 파밍시간 적절)

- 게임 볼륨 놓고 보면 시원찮은 가성비

하, 스토리가 조금만 더 길었으면 어땠을까 하는 아쉬움이 있습니다. 퍼즐 게임치고 난이도 자체는 쉬운 편입니다. 그에 발맞추어 도전과제 올클리어 역시 쉽고요. 선택 분기와 관련된 도전과제가 있어서 회차반복을 해야 하긴 하는데, 워낙 플레이 타임이 짧아서 반복에 대한 부담감은 없는 편입니다. 후, 그리고 유저한글화가 있긴 한데··· 이걸 적용하면 , 스토리를 다 보고 나면 필히 한글패치를 지워주시길 바랍니다. 그리고 한글패치 삭제하고 나면 폰트가 '!@#%$*&()(*#' 이런 식의 특수문자로 고정되는데, 이거 해결하는 방법은 '새 게임'으로 처음부터 진행하는 수밖에 없습니다."
165,206230,2012-10-31,2200.0,6.0,2.0,Action,0.0,48.0,Action,1.0,0.0,1.0,,,single only,44.0,21.0,,,57.2,"ps2나 psp의 Colosseum: Road to Freedom, Gladiator Begins를 생각하고 샀는데....

이건 뭐 만들다가 그만 둔 게임 같네요..

방식은 이전의 게임들과 완전 동일합니다. 스킬도 완전 똑같아요.

다만 더 구린거 같네요."
166,206250,2012-08-15,10500.0,6.0,2.0,Action,0.0,0.0,RPG,1.0,0.0,0.0,,,single only,98.0,47.0,,,,"니폰이치의 PSP 게임 클래식 던전 시리즈의 PC 이식판.

풍래의 시렌으로 대표되는 일본식 던전 크롤링 게임이라
취향에 따라 호불호가 강하게 갈릴 수 있음"
167,206370,2012-08-16,10500.0,4.0,4.0,Action,0.0,14.0,Indie,6.0,0.0,0.0,Very Positive,,single only,680.0,67.0,2.8,141.0,66.5,"냠냠냠냠냠냠냠냠
우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱우걱
다 잡아먹기 위해 움직이는 게임

패드로 하면 잼남"
168,206410,2011-12-06,51000.0,6.0,6.0,Casual,0.0,0.0,Casual,5.0,0.0,1.0,Mostly Positive,,single only,24.0,9.0,0.1,14.0,,
169,206420,2013-08-23,16000.0,1.0,1.0,Action,0.0,73.0,Open World,8.0,0.0,1.0,Very Positive,Very Positive,single only,66214.0,6972.0,327.8,42076.0,90.1,"오픈월드 게임들 중 가장 약빨고 만들었다고 전해지는 '세인츠로우 시리즈' 중 4번 째 작품인 《세인츠 로우 4》다. 솔직히 말한다. 진짜 존나게 재밌다. 다른 평가 보면 ""아, 3가 더 재밌어요."", ""4는 너무 초능력 위주라 별로고 3가 역시 낫다"" 이런 글들이 보인다. 물론, 어느 정도 이해는 간다. 확실히 4는 3에 비해 전반적으로 난이도가 낮고, 스토리도 상당히 짧다고 할 수 있다. 하지만 그것이 '3보다 4가 더 재미 없다' 라는 이유는 될 수 없다. 직접 둘 다 해본 결과, 둘 다 후회 없을 정도로 재미있게 플레이했다.

+ 온갖 패러디와 농담이 난무하는 대사 및 연출
+ B급 정서 듬뿍 들어간 약빤 스토리
+ 부드러운 키 조작
+ 끝내주게 다양한 무기 및 탈 것
+ 해도 해도 질리지가 않는 캐릭터 커스터마이징
+ 다양한 수집물이 존재(난 이런 시스템이 좋다)
+ 도전욕구를 자극하는 다양한 챌린지 미션
+ 최적화가 잘 되어 있음
+ 레벨 업을 통해 다양한 능력을 강화할 수 있다
+ 유희용으로 부족함이 없는 개쩌는 여러 초능력들
+ 멀티 코옵이 가능하다(하지만 난 같이할 친구가 없다는 게 슬프네)
+ 존재(근데 완벽하지는 않다)
+ 트레이딩 카드 존재(플탐 대비 카드 파밍시간 적절)
+ 도전과제 올클리어가 어렵지 않다(코옵 관련 도전과제도 세이브 파일이 있다면 할 필요가 없지)

- 이상하게 몇 시간 하다 보면 게임 멈춤 현상이 일어난다(생각보다 자주 일어나서 더 짜증났음)

진짜 이 시리즈는 도전과제를 올클리어해도 삭제하고 싶지 않은 게임이다. 진심 가끔 생각날 때가 너무 많다. 하지만 어쩌겠는가? 도전과제의 길을 걷고 있는 이상, 도전과제가 없다면 결국 하지 않게 되는 것이 나의 스팀인생인 것을 흑흑."
